station,from,to,duration,int1,int2,int3,int4,int5,int6,int7,slope,intercept,rvalue,est7,est6p5,est6,latitude,longitude
3113600,1996-04-01,2010-12-31,5387,621.0,185.0,45.0,2.0,0.0,0.0,0.0,-0.983,3.188,-0.977,0.000202,0.000628,0.00195,36.666666666666664,140.15
3113630,2000-01-12,2010-12-31,4006,235.0,95.0,25.0,1.0,0.0,0.0,0.0,-0.989,3.052,-0.973,0.000135,0.000421,0.00131,36.666666666666664,140.1
3113731,2000-01-12,2010-12-31,4006,265.0,102.0,21.0,2.0,0.0,0.0,0.0,-0.854,2.732,-0.994,0.000569,0.00152,0.00407,36.766666666666666,140.13333333333333
3113830,2000-11-30,2010-12-31,3683,261.0,142.0,44.0,7.0,0.0,0.0,0.0,-0.654,2.504,-0.992,0.00849,0.018,0.0382,36.38333333333333,139.88333333333333
3113831,2000-01-12,2010-12-31,4006,315.0,144.0,37.0,3.0,0.0,0.0,0.0,-0.841,2.883,-0.986,0.000997,0.00262,0.00691,36.43333333333333,139.86666666666667
3113832,2000-01-12,2010-12-31,4006,320.0,153.0,44.0,2.0,0.0,0.0,0.0,-0.942,3.162,-0.971,0.000371,0.0011,0.00324,36.38333333333333,139.85
3200000,1996-04-01,2010-12-31,5346,285.0,148.0,30.0,7.0,1.0,0.0,0.0,-0.714,2.458,-0.998,0.00287,0.00653,0.0149,36.65,139.05
3200031,1999-07-21,2010-12-31,4181,214.0,116.0,26.0,4.0,1.0,0.0,0.0,-0.701,2.414,-0.998,0.00323,0.00724,0.0162,36.666666666666664,139.13333333333333
3200032,1998-06-15,2010-12-31,4582,474.0,130.0,29.0,4.0,0.0,0.0,0.0,-0.756,2.562,-0.997,0.00186,0.00445,0.0106,36.7,139.21666666666667
3200131,1998-06-15,2010-12-31,4582,163.0,74.0,16.0,4.0,0.0,0.0,0.0,-0.634,2.027,-1.0,0.00391,0.00811,0.0168,36.6,138.63333333333333
3200700,1996-04-01,2010-12-31,5387,572.0,156.0,33.0,7.0,2.0,0.0,0.0,-0.635,2.268,-0.999,0.00666,0.0138,0.0287,36.766666666666666,139.25
3200830,1998-06-15,2010-12-31,4582,129.0,33.0,2.0,2.0,0.0,0.0,0.0,-0.609,1.435,-0.866,0.00149,0.003,0.00606,36.7,139.1
3201230,1999-07-21,2010-12-31,4181,62.0,22.0,6.0,1.0,0.0,0.0,0.0,-0.671,1.662,-0.996,0.000919,0.00199,0.00431,36.68333333333333,139.0
3201231,1998-06-15,2010-12-31,4582,50.0,15.0,4.0,1.0,0.0,0.0,0.0,-0.588,1.258,-1.0,0.00139,0.00273,0.00537,36.68333333333333,138.93333333333334
3201300,1996-04-01,2010-12-31,5387,130.0,56.0,10.0,3.0,0.0,0.0,0.0,-0.636,1.813,-0.995,0.00231,0.00481,0.00999,36.56666666666667,138.83333333333334
3201360,1998-06-15,2010-12-31,4582,78.0,45.0,7.0,1.0,0.0,0.0,0.0,-0.827,2.214,-1.0,0.000268,0.000694,0.0018,36.55,138.9
3201430,1998-06-15,2010-12-31,4582,155.0,46.0,10.0,4.0,1.0,0.0,0.0,-0.539,1.603,-0.996,0.0068,0.0126,0.0235,36.63333333333333,139.06666666666666
3210000,1919-01-01,2010-12-31,33602,1328.0,377.0,99.0,15.0,1.0,0.0,0.0,-0.855,2.465,-0.988,0.000303,0.00081,0.00217,36.4,139.06666666666666
3210031,1998-06-15,2010-12-31,4582,176.0,84.0,14.0,3.0,0.0,0.0,0.0,-0.724,2.255,-0.999,0.00155,0.00356,0.00819,36.416666666666664,139.15
3210033,1998-06-15,2010-12-31,4582,276.0,115.0,24.0,5.0,0.0,0.0,0.0,-0.681,2.324,-1.0,0.00361,0.00792,0.0173,36.416666666666664,139.21666666666667
3210034,1998-06-15,2010-12-31,4582,278.0,103.0,26.0,4.0,0.0,0.0,0.0,-0.705,2.361,-0.996,0.00265,0.00597,0.0134,36.45,139.08333333333334
3210130,1998-06-15,2010-12-31,4582,141.0,65.0,20.0,4.0,1.0,0.0,0.0,-0.614,1.979,-0.998,0.00481,0.00975,0.0198,36.31666666666667,139.0
3210132,1998-06-15,2010-12-31,4582,63.0,22.0,4.0,1.0,0.0,0.0,0.0,-0.671,1.563,-0.998,0.000733,0.00159,0.00344,36.4,138.95
3210133,1998-06-15,2010-12-31,4582,109.0,37.0,7.0,2.0,0.0,0.0,0.0,-0.634,1.707,-0.997,0.00187,0.00388,0.00805,36.4,139.0
3210200,1996-04-01,2010-12-31,5387,287.0,100.0,17.0,3.0,0.0,0.0,0.0,-0.761,2.351,-1.0,0.00105,0.00252,0.00606,36.4,139.33333333333334
3210230,1998-06-15,2010-12-31,4582,305.0,110.0,25.0,3.0,0.0,0.0,0.0,-0.782,2.553,-0.995,0.0012,0.00295,0.00725,36.416666666666664,139.23333333333332
3210231,1998-06-15,2010-12-31,4582,409.0,133.0,28.0,3.0,0.0,0.0,0.0,-0.823,2.721,-0.995,0.000907,0.00234,0.00604,36.5,139.28333333333333
3210332,1998-06-15,2010-12-31,4582,279.0,100.0,20.0,3.0,0.0,0.0,0.0,-0.761,2.445,-0.999,0.0013,0.00313,0.00753,36.38333333333333,139.23333333333332
3210333,1998-06-15,2010-12-31,4582,194.0,67.0,14.0,3.0,0.0,0.0,0.0,-0.674,2.075,-1.0,0.00226,0.0049,0.0107,36.35,139.25
3210334,1998-06-15,2010-12-31,4582,165.0,63.0,10.0,1.0,0.0,0.0,0.0,-0.9,2.534,-0.998,0.000172,0.000485,0.00137,36.28333333333333,139.25
3210430,1999-07-21,2010-12-31,4181,223.0,77.0,19.0,4.0,0.0,0.0,0.0,-0.642,2.124,-1.0,0.00425,0.0089,0.0186,36.28333333333333,139.38333333333333
3210432,1998-06-15,2010-12-31,4582,149.0,62.0,8.0,1.0,0.0,0.0,0.0,-0.896,2.489,-1.0,0.000164,0.000461,0.00129,36.3,139.3
3210530,1998-06-15,2010-12-31,4582,203.0,108.0,33.0,3.0,0.0,0.0,0.0,-0.778,2.579,-0.981,0.00136,0.00332,0.00813,36.25,139.55
3210632,1998-06-15,2010-12-31,4582,131.0,111.0,23.0,3.0,0.0,0.0,0.0,-0.784,2.549,-0.997,0.00115,0.00283,0.00698,36.53333333333333,139.03333333333333
3210633,1998-06-15,2010-12-31,4582,235.0,116.0,22.0,3.0,0.0,0.0,0.0,-0.794,2.577,-0.999,0.00105,0.00262,0.00653,36.516666666666666,139.01666666666668
3210635,1998-06-15,2010-12-31,4582,119.0,42.0,9.0,2.0,0.0,0.0,0.0,-0.661,1.844,-1.0,0.00165,0.00352,0.00755,36.5,138.91666666666666
3210660,1998-06-15,2010-12-31,4582,135.0,102.0,29.0,7.0,3.0,0.0,0.0,-0.521,1.924,-0.995,0.0189,0.0344,0.0626,36.483333333333334,139.05
3210730,1998-06-15,2010-12-31,4582,87.0,36.0,6.0,2.0,0.0,0.0,0.0,-0.628,1.663,-0.991,0.00186,0.00383,0.00789,36.25,139.08333333333334
3210930,1998-06-15,2010-12-31,4582,162.0,57.0,8.0,2.0,0.0,0.0,0.0,-0.727,2.07,-0.995,0.000952,0.0022,0.00508,36.333333333333336,138.88333333333333
3212730,1998-06-15,2010-12-31,4582,140.0,62.0,12.0,3.0,0.0,0.0,0.0,-0.658,1.991,-0.999,0.00244,0.0052,0.0111,36.45,139.01666666666668
3214730,1998-06-15,2010-12-31,4582,109.0,41.0,9.0,1.0,0.0,0.0,0.0,-0.806,2.176,-0.994,0.00034,0.000861,0.00218,36.3,139.11666666666667
3215300,1996-04-01,2010-12-31,5387,358.0,130.0,33.0,4.0,1.0,0.0,0.0,-0.726,2.43,-0.996,0.00224,0.00516,0.0119,36.21666666666667,139.61666666666667
3215430,1998-06-15,2010-12-31,4582,255.0,130.0,34.0,4.0,0.0,0.0,0.0,-0.756,2.585,-0.991,0.00197,0.00469,0.0112,36.2,139.53333333333333
3215530,1998-06-15,2010-12-31,4582,313.0,124.0,38.0,6.0,0.0,0.0,0.0,-0.658,2.358,-0.992,0.00569,0.0121,0.0258,36.21666666666667,139.45
3215630,1998-06-15,2010-12-31,4582,198.0,118.0,37.0,4.0,0.0,0.0,0.0,-0.735,2.52,-0.984,0.00238,0.00554,0.0129,36.25,139.4
3215730,1998-06-15,2010-12-31,4582,428.0,157.0,44.0,6.0,0.0,0.0,0.0,-0.709,2.567,-0.992,0.00403,0.00911,0.0206,36.266666666666666,139.46666666666667
3215830,1998-06-15,2010-12-31,4582,173.0,49.0,8.0,1.0,0.0,0.0,0.0,-0.845,2.301,-0.999,0.000243,0.000643,0.0017,36.516666666666666,139.31666666666666
3215831,1998-06-15,2010-12-31,4582,175.0,68.0,13.0,2.0,0.0,0.0,0.0,-0.766,2.281,-0.999,0.000834,0.00201,0.00486,36.4,139.28333333333333
3215832,1998-06-15,2010-12-31,4582,191.0,72.0,14.0,1.0,0.0,0.0,0.0,-0.929,2.689,-0.991,0.000154,0.000449,0.00131,36.43333333333333,139.26666666666668
3300000,1919-01-01,2010-12-31,33602,2326.0,902.0,284.0,57.0,7.0,1.0,0.0,-0.752,2.646,-0.994,0.00241,0.00573,0.0136,36.15,139.38333333333333
3300030,1997-11-10,2010-12-31,4799,388.0,136.0,43.0,7.0,0.0,0.0,0.0,-0.644,2.351,-0.992,0.00695,0.0146,0.0306,36.1,139.41666666666666
3300031,1997-11-10,2010-12-31,4799,317.0,112.0,26.0,2.0,0.0,0.0,0.0,-0.874,2.759,-0.988,0.000437,0.00119,0.00327,36.21666666666667,139.36666666666667
3300032,1997-11-10,2010-12-31,4799,121.0,115.0,28.0,1.0,0.0,0.0,0.0,-1.03,3.142,-0.974,8.5e-05,0.000278,0.000911,36.11666666666667,139.33333333333334
3300130,1997-11-10,2010-12-31,4799,355.0,130.0,31.0,2.0,0.0,0.0,0.0,-0.906,2.903,-0.984,0.000361,0.00103,0.00291,36.13333333333333,139.45
3300131,1997-11-10,2010-12-31,4799,221.0,97.0,35.0,3.0,0.0,0.0,0.0,-0.755,2.482,-0.973,0.00158,0.00376,0.00897,36.18333333333333,139.43333333333334
3300230,1997-11-10,2010-12-31,4799,346.0,148.0,43.0,6.0,0.0,0.0,0.0,-0.696,2.497,-0.991,0.00421,0.00939,0.0209,36.13333333333333,139.6
3300231,1997-11-10,2010-12-31,4799,171.0,147.0,55.0,11.0,0.0,0.0,0.0,-0.563,2.22,-0.99,0.019,0.0364,0.0695,36.1,139.56666666666666
3300232,1998-06-15,2010-12-31,4582,255.0,140.0,38.0,7.0,0.0,0.0,0.0,-0.651,2.377,-0.997,0.00665,0.0141,0.0298,36.18333333333333,139.66666666666666
3300233,1997-11-10,2010-12-31,4799,213.0,206.0,78.0,15.0,0.0,0.0,0.0,-0.569,2.382,-0.989,0.0251,0.0483,0.0931,36.13333333333333,139.66666666666666
3300300,1996-04-01,2010-12-31,5387,305.0,96.0,17.0,1.0,0.0,0.0,0.0,-0.991,2.876,-0.99,8.66e-05,0.000271,0.000849,36.18333333333333,139.13333333333333
3300530,1997-11-10,2010-12-31,4799,160.0,108.0,36.0,5.0,0.0,0.0,0.0,-0.667,2.313,-0.987,0.00439,0.00946,0.0204,36.166666666666664,139.55
3300630,1997-11-10,2010-12-31,4799,145.0,114.0,39.0,4.0,0.0,0.0,0.0,-0.727,2.48,-0.979,0.00245,0.00565,0.0131,36.06666666666667,139.51666666666668
3300631,1997-11-10,2010-12-31,4799,155.0,148.0,44.0,4.0,0.0,0.0,0.0,-0.784,2.706,-0.983,0.00165,0.00406,0.01,36.1,139.45
3300632,1997-11-10,2010-12-31,4799,131.0,126.0,32.0,2.0,0.0,0.0,0.0,-0.9,2.883,-0.981,0.000385,0.00108,0.00305,36.1,139.51666666666668
3300732,1997-11-10,2010-12-31,4799,88.0,84.0,13.0,1.0,0.0,0.0,0.0,-0.962,2.781,-0.996,0.000111,0.000336,0.00102,36.13333333333333,139.28333333333333
3300800,1996-04-01,2010-12-31,5387,753.0,268.0,85.0,14.0,1.0,0.0,0.0,-0.807,3.031,-0.984,0.00242,0.00612,0.0155,36.06666666666667,139.66666666666666
3300830,1997-11-10,2010-12-31,4799,148.0,141.0,39.0,4.0,0.0,0.0,0.0,-0.774,2.65,-0.987,0.00172,0.00418,0.0102,36.06666666666667,139.6
3300831,1997-11-10,2010-12-31,4799,127.0,121.0,43.0,6.0,0.0,0.0,0.0,-0.652,2.337,-0.984,0.00589,0.0125,0.0265,36.13333333333333,139.7
3300832,1997-11-10,2010-12-31,4799,128.0,120.0,45.0,5.0,0.0,0.0,0.0,-0.69,2.429,-0.976,0.00396,0.00877,0.0194,36.1,139.66666666666666
3301530,1997-11-10,2010-12-31,4799,362.0,111.0,27.0,3.0,0.0,0.0,0.0,-0.784,2.552,-0.992,0.00116,0.00285,0.00703,36.03333333333333,139.45
3301830,1997-11-10,2010-12-31,4799,366.0,109.0,23.0,4.0,0.0,0.0,0.0,-0.718,2.368,-0.999,0.00221,0.00505,0.0115,36.18333333333333,139.18333333333334
3302230,1997-11-10,2010-12-31,4799,60.0,30.0,7.0,2.0,0.0,0.0,0.0,-0.588,1.52,-0.999,0.00253,0.00499,0.00981,36.25,139.15
3310130,1997-11-10,2010-12-31,4799,154.0,138.0,31.0,4.0,0.0,0.0,0.0,-0.769,2.599,-0.996,0.00165,0.00399,0.00968,35.8,139.71666666666667
3310131,1997-11-10,2010-12-31,4799,284.0,114.0,31.0,6.0,1.0,0.0,0.0,-0.688,2.372,-0.998,0.00358,0.0079,0.0175,35.833333333333336,139.73333333333332
3310730,1997-11-10,2010-12-31,4799,298.0,192.0,53.0,8.0,0.0,0.0,0.0,-0.69,2.589,-0.994,0.00573,0.0127,0.0281,36.0,139.8
3310830,1997-11-10,2010-12-31,4799,153.0,92.0,16.0,1.0,0.0,0.0,0.0,-0.982,2.883,-0.992,0.000102,0.000317,0.000981,35.85,139.41666666666666
3311130,1997-11-10,2010-12-31,4799,244.0,201.0,47.0,9.0,1.0,0.0,0.0,-0.763,2.783,-0.995,0.00278,0.00669,0.0161,35.833333333333336,139.8
3311230,1997-11-10,2010-12-31,4799,299.0,91.0,21.0,3.0,0.0,0.0,0.0,-0.741,2.357,-0.997,0.00148,0.00347,0.00815,35.88333333333333,139.78333333333333
3311330,1997-11-10,2010-12-31,4799,141.0,104.0,26.0,2.0,0.0,0.0,0.0,-0.858,2.7,-0.985,0.000494,0.00133,0.00356,35.833333333333336,139.68333333333334
3311430,1997-11-10,2010-12-31,4799,361.0,139.0,30.0,6.0,0.0,0.0,0.0,-0.682,2.395,-1.0,0.00415,0.0091,0.02,35.81666666666667,139.68333333333334
3311930,1997-11-10,2010-12-31,4799,132.0,101.0,22.0,3.0,0.0,0.0,0.0,-0.764,2.447,-0.997,0.00126,0.00304,0.00733,35.78333333333333,139.6
3312130,1997-11-10,2010-12-31,4799,171.0,120.0,34.0,3.0,0.0,0.0,0.0,-0.801,2.647,-0.984,0.0011,0.00276,0.00693,36.0,139.55
3312330,1997-11-10,2010-12-31,4799,125.0,114.0,35.0,6.0,1.0,0.0,0.0,-0.694,2.404,-0.996,0.00354,0.00786,0.0175,35.81666666666667,139.83333333333334
3312430,1997-11-10,2010-12-31,4799,184.0,115.0,29.0,1.0,0.0,0.0,0.0,-1.03,3.147,-0.972,8.6e-05,0.000282,0.000922,35.85,139.55
3312630,1997-11-10,2010-12-31,4799,147.0,114.0,30.0,5.0,1.0,0.0,0.0,-0.695,2.372,-0.998,0.00322,0.00716,0.0159,35.833333333333336,139.88333333333333
3312730,1997-11-10,2010-12-31,4799,103.0,97.0,19.0,1.0,0.0,0.0,0.0,-0.993,2.95,-0.987,9.92e-05,0.000311,0.000977,36.0,139.66666666666666
3312930,1997-11-10,2010-12-31,4799,185.0,179.0,48.0,8.0,0.0,0.0,0.0,-0.675,2.518,-0.996,0.00623,0.0135,0.0295,36.083333333333336,139.73333333333332
3313030,1997-11-10,2010-12-31,4799,80.0,75.0,15.0,1.0,0.0,0.0,0.0,-0.938,2.711,-0.989,0.000141,0.000414,0.00122,35.93333333333333,139.4
3313230,1997-11-10,2010-12-31,4799,386.0,160.0,41.0,6.0,0.0,0.0,0.0,-0.713,2.552,-0.995,0.00364,0.00827,0.0188,35.88333333333333,139.83333333333334
3313330,1997-11-10,2010-12-31,4799,85.0,81.0,19.0,1.0,0.0,0.0,0.0,-0.954,2.807,-0.981,0.000134,0.000402,0.00121,36.0,139.61666666666667
3313630,1997-11-10,2010-12-31,4799,254.0,78.0,12.0,1.0,0.0,0.0,0.0,-0.946,2.71,-0.997,0.000122,0.000364,0.00108,35.95,139.31666666666666
3313930,1997-11-10,2010-12-31,4799,214.0,121.0,26.0,2.0,0.0,0.0,0.0,-0.891,2.82,-0.99,0.000384,0.00107,0.00299,35.983333333333334,139.48333333333332
3314030,1997-11-10,2010-12-31,4799,298.0,259.0,76.0,18.0,2.0,0.0,0.0,-0.696,2.781,-0.99,0.00808,0.018,0.0401,36.016666666666666,139.71666666666667
3314230,1997-11-10,2010-12-31,4799,153.0,145.0,38.0,4.0,0.0,0.0,0.0,-0.78,2.668,-0.989,0.00162,0.00398,0.00978,36.03333333333333,139.73333333333332
3314330,1997-11-10,2010-12-31,4799,125.0,116.0,23.0,3.0,0.0,0.0,0.0,-0.794,2.564,-0.998,0.00102,0.00254,0.00633,35.93333333333333,139.81666666666666
3314930,1997-11-10,2010-12-31,4799,250.0,138.0,43.0,6.0,0.0,0.0,0.0,-0.681,2.441,-0.989,0.00473,0.0104,0.0227,35.88333333333333,139.63333333333333
3315100,1996-04-01,2010-12-31,5387,404.0,157.0,42.0,4.0,0.0,0.0,0.0,-0.797,2.696,-0.987,0.00131,0.00328,0.00821,35.85,139.65
3315130,1997-11-10,2010-12-31,4799,220.0,74.0,13.0,1.0,0.0,0.0,0.0,-0.935,2.68,-0.994,0.000137,0.000402,0.00118,35.86666666666667,139.65
3315430,1997-11-10,2010-12-31,4799,186.0,120.0,34.0,4.0,0.0,0.0,0.0,-0.739,2.501,-0.989,0.00215,0.00502,0.0117,35.95,139.7
3315630,1997-11-10,2010-12-31,4799,253.0,167.0,48.0,10.0,0.0,0.0,0.0,-0.611,2.35,-0.998,0.0118,0.0238,0.0481,36.016666666666666,139.68333333333334
3320000,1926-01-01,2010-12-31,31045,1349.0,563.0,129.0,11.0,0.0,0.0,0.0,-0.855,2.602,-0.99,0.000417,0.00111,0.00298,36.0,139.08333333333334
3400000,1919-01-01,2010-12-31,33602,2766.0,1057.0,322.0,60.0,4.0,0.0,0.0,-0.8,2.813,-0.983,0.00164,0.00413,0.0104,35.733333333333334,140.85
3400300,1996-04-01,2010-12-31,5387,515.0,154.0,25.0,5.0,0.0,0.0,0.0,-0.744,2.492,-0.999,0.00192,0.00451,0.0106,35.56666666666667,140.36666666666667
3400330,2000-01-12,2010-12-31,4006,272.0,118.0,21.0,4.0,0.0,0.0,0.0,-0.735,2.497,-1.0,0.00225,0.00524,0.0122,35.56666666666667,140.36666666666667
3400530,2000-01-12,2010-12-31,4006,263.0,110.0,22.0,4.0,1.0,0.0,0.0,-0.686,2.359,-0.999,0.00358,0.00789,0.0174,35.71666666666667,140.65
3400533,2000-01-12,2010-12-31,4006,205.0,105.0,25.0,2.0,0.0,0.0,0.0,-0.86,2.78,-0.988,0.000575,0.00155,0.00417,35.71666666666667,140.71666666666667
3400730,2000-01-12,2010-12-31,4006,262.0,118.0,26.0,4.0,0.0,0.0,0.0,-0.735,2.528,-0.998,0.00242,0.00563,0.0131,35.9,140.4
3401200,1996-04-01,2010-12-31,5387,570.0,183.0,43.0,5.0,2.0,0.0,0.0,-0.682,2.442,-0.99,0.00466,0.0102,0.0224,35.733333333333334,140.46666666666667
3401430,2000-01-12,2010-12-31,4006,155.0,80.0,20.0,2.0,0.0,0.0,0.0,-0.801,2.531,-0.99,0.00084,0.00211,0.00531,35.833333333333336,140.66666666666666
3402030,2000-01-12,2010-12-31,4006,244.0,132.0,28.0,4.0,0.0,0.0,0.0,-0.759,2.628,-0.998,0.00205,0.00492,0.0118,35.53333333333333,140.43333333333334
3402630,2000-01-12,2010-12-31,4006,368.0,121.0,19.0,4.0,0.0,0.0,0.0,-0.74,2.502,-0.999,0.00209,0.0049,0.0115,35.7,140.41666666666666
3402700,1996-04-01,2010-12-31,5387,417.0,120.0,29.0,5.0,1.0,0.0,0.0,-0.7,2.342,-0.999,0.00276,0.00618,0.0138,35.36666666666667,140.36666666666667
3402830,2000-01-12,2010-12-31,4006,200.0,100.0,27.0,4.0,0.0,0.0,0.0,-0.699,2.401,-0.994,0.00322,0.00721,0.0161,35.36666666666667,140.31666666666666
3402930,2000-01-12,2010-12-31,4006,266.0,91.0,24.0,3.0,0.0,0.0,0.0,-0.741,2.455,-0.992,0.00185,0.00435,0.0102,35.416666666666664,140.35
3403030,2000-01-12,2010-12-31,4006,212.0,103.0,27.0,2.0,0.0,0.0,0.0,-0.856,2.776,-0.983,0.000609,0.00163,0.00437,35.45,140.36666666666667
3403100,1994-07-15,2010-12-31,6013,305.0,98.0,16.0,2.0,0.0,0.0,0.0,-0.845,2.484,-0.999,0.00037,0.00098,0.00259,35.416666666666664,140.2
3403130,2000-01-12,2010-12-31,4006,160.0,78.0,17.0,3.0,0.0,0.0,0.0,-0.707,2.282,-0.999,0.00214,0.00483,0.0109,35.43333333333333,140.23333333333332
3403230,2000-01-12,2010-12-31,4006,201.0,88.0,27.0,7.0,0.0,0.0,0.0,-0.55,2.016,-0.999,0.0147,0.0277,0.0522,35.38333333333333,140.23333333333332
3403331,2000-01-12,2010-12-31,4006,198.0,89.0,18.0,4.0,1.0,0.0,0.0,-0.65,2.187,-0.999,0.00433,0.00914,0.0193,35.666666666666664,140.56666666666666
3403400,1996-04-01,2010-12-31,5387,532.0,314.0,73.0,14.0,1.0,0.0,0.0,-0.821,3.081,-0.99,0.00216,0.00556,0.0143,35.9,140.5
3403430,2000-01-12,2010-12-31,4006,401.0,202.0,48.0,8.0,1.0,0.0,0.0,-0.769,2.875,-0.997,0.00309,0.00748,0.0181,35.9,140.5
3403431,2000-01-12,2010-12-31,4006,211.0,133.0,34.0,6.0,1.0,0.0,0.0,-0.712,2.562,-0.998,0.00375,0.00853,0.0194,35.85,140.6
3403432,2000-01-12,2010-12-31,4006,359.0,143.0,33.0,4.0,1.0,0.0,0.0,-0.738,2.613,-0.997,0.00279,0.00652,0.0152,35.8,140.58333333333334
3403433,2000-01-12,2010-12-31,4006,216.0,88.0,16.0,2.0,0.0,0.0,0.0,-0.822,2.575,-0.998,0.000665,0.00171,0.00441,35.81666666666667,140.5
3403530,2000-01-12,2010-12-31,4006,214.0,104.0,22.0,4.0,1.0,0.0,0.0,-0.679,2.327,-0.999,0.00374,0.00818,0.0179,35.666666666666664,140.5
3403531,2000-01-12,2010-12-31,4006,200.0,81.0,15.0,3.0,0.0,0.0,0.0,-0.716,2.294,-1.0,0.00192,0.00439,0.01,35.65,140.48333333333332
3403630,2000-01-12,2010-12-31,4006,211.0,100.0,14.0,3.0,0.0,0.0,0.0,-0.761,2.452,-0.998,0.00132,0.00318,0.00764,35.6,140.41666666666666
3403631,2000-01-12,2010-12-31,4006,116.0,97.0,25.0,2.0,0.0,0.0,0.0,-0.843,2.717,-0.985,0.000656,0.00173,0.00457,35.65,140.36666666666667
3403633,2000-01-12,2010-12-31,4006,138.0,71.0,15.0,2.0,0.0,0.0,0.0,-0.775,2.395,-0.997,0.000931,0.00227,0.00555,35.63333333333333,140.45
3403730,2000-01-12,2010-12-31,4006,266.0,118.0,34.0,5.0,0.0,0.0,0.0,-0.686,2.453,-0.993,0.00445,0.0098,0.0216,35.516666666666666,140.31666666666666
3410000,1953-07-18,2010-12-31,20985,1210.0,576.0,168.0,21.0,1.0,0.0,0.0,-0.918,3.032,-0.982,0.000401,0.00115,0.00332,35.6,140.1
3410630,2000-01-12,2010-12-31,4006,134.0,94.0,18.0,1.0,1.0,0.0,0.0,-0.717,2.278,-0.948,0.0018,0.00412,0.0094,35.71666666666667,139.93333333333334
3410730,2000-01-12,2010-12-31,4006,137.0,75.0,16.0,1.0,1.0,0.0,0.0,-0.683,2.12,-0.948,0.00218,0.0048,0.0105,35.7,139.98333333333332
3410830,2000-01-12,2010-12-31,4006,137.0,66.0,14.0,1.0,0.0,0.0,0.0,-0.91,2.678,-0.989,0.000204,0.000581,0.00166,35.78333333333333,139.9
3410930,2000-01-12,2010-12-31,4006,207.0,121.0,28.0,5.0,0.0,0.0,0.0,-0.692,2.445,-0.999,0.004,0.00887,0.0197,35.95,139.88333333333333
3410931,2000-01-12,2010-12-31,4006,215.0,108.0,33.0,7.0,0.0,0.0,0.0,-0.594,2.208,-0.997,0.0112,0.0222,0.044,36.03333333333333,139.81666666666666
3411000,1996-04-01,2010-12-31,5387,469.0,278.0,66.0,11.0,0.0,0.0,0.0,-0.701,2.704,-0.998,0.00623,0.014,0.0313,35.78333333333333,140.31666666666666
3411030,2000-01-12,2010-12-31,4006,290.0,127.0,22.0,5.0,0.0,0.0,0.0,-0.702,2.449,-0.999,0.0034,0.00764,0.0172,35.78333333333333,140.31666666666666
3411230,2000-01-12,2010-12-31,4006,186.0,84.0,20.0,1.0,0.0,0.0,0.0,-0.962,2.921,-0.98,0.000154,0.000465,0.00141,35.68333333333333,140.03333333333333
3411300,1996-04-01,2010-12-31,5387,391.0,182.0,43.0,2.0,0.0,0.0,0.0,-0.98,3.168,-0.979,0.000205,0.000633,0.00195,35.85,139.98333333333332
3411330,2000-01-12,2010-12-31,4006,106.0,59.0,14.0,1.0,0.0,0.0,0.0,-0.885,2.588,-0.986,0.000246,0.000681,0.00189,35.86666666666667,139.98333333333332
3411331,2000-01-12,2010-12-31,4006,250.0,87.0,21.0,2.0,0.0,0.0,0.0,-0.819,2.605,-0.99,0.000742,0.00191,0.00489,35.833333333333336,140.0
3411430,2000-01-12,2010-12-31,4006,145.0,81.0,16.0,2.0,0.0,0.0,0.0,-0.804,2.509,-0.997,0.000764,0.00193,0.00486,35.5,140.11666666666667
3411530,2000-01-12,2010-12-31,4006,182.0,105.0,23.0,4.0,0.0,0.0,0.0,-0.71,2.417,-0.999,0.00282,0.00638,0.0144,35.85,139.9
3411630,2000-01-12,2010-12-31,4006,197.0,91.0,20.0,2.0,0.0,0.0,0.0,-0.829,2.634,-0.993,0.000677,0.00176,0.00457,35.71666666666667,140.1
3411730,2000-01-12,2010-12-31,4006,199.0,74.0,18.0,2.0,0.0,0.0,0.0,-0.784,2.454,-0.992,0.000923,0.00228,0.00562,35.86666666666667,140.03333333333333
3411830,2000-01-12,2010-12-31,4006,261.0,103.0,23.0,2.0,0.0,0.0,0.0,-0.856,2.753,-0.991,0.000577,0.00155,0.00414,35.78333333333333,140.0
3411930,2000-01-12,2010-12-31,4006,129.0,88.0,37.0,5.0,1.0,0.0,0.0,-0.67,2.359,-0.989,0.00464,0.01,0.0217,35.65,139.9
3412030,2000-01-12,2010-12-31,4006,235.0,105.0,22.0,1.0,0.0,0.0,0.0,-1.011,3.113,-0.983,0.000109,0.00035,0.00112,35.666666666666664,140.16666666666666
3412130,2000-01-12,2010-12-31,4006,217.0,91.0,18.0,1.0,0.0,0.0,0.0,-0.98,2.97,-0.987,0.00013,0.000401,0.00124,35.666666666666664,140.31666666666666
3412230,2000-01-12,2010-12-31,4006,312.0,153.0,36.0,7.0,0.0,0.0,0.0,-0.67,2.498,-0.999,0.00645,0.0139,0.0301,35.833333333333336,140.15
3412231,2000-01-12,2010-12-31,4006,313.0,113.0,22.0,2.0,0.0,0.0,0.0,-0.876,2.82,-0.994,0.000487,0.00134,0.00366,35.78333333333333,140.2
3412530,2000-01-12,2010-12-31,4006,195.0,66.0,13.0,1.0,0.0,0.0,0.0,-0.91,2.667,-0.992,0.000199,0.000567,0.00162,35.71666666666667,140.26666666666668
