station,intensity,year,month,day,hour,minute,intensity_equip,acceleration_max_comb,code_prime
4201930,A,2011,4,12,7,26,45,2338,4201930
4201930,A,2012,7,10,12,48,45,1839,4201930
4202030,A,2011,3,12,3,59,48,3547,4202030
4202030,A,2011,3,12,4,31,47,3083,4202030
4202320,B,2007,7,16,10,13,50,2328,4202320
4202320,B,2014,11,22,22,8,52,4034,4202320
4202830,C,2014,11,22,22,8,57,7810,4202830
4202830,A,2018,5,12,10,29,47,3263,4202830
4203130,D,2011,3,12,3,59,64,12509,4203130
4203130,C,2011,3,12,4,32,55,3475,4203130
4203130,C,2011,3,12,5,42,59,11686,4203130
4203130,B,2018,5,25,21,13,53,3784,4203130
4203130,A,2011,3,12,23,34,47,2127,4203130
4203130,A,2011,4,12,7,26,45,1480,4203130
4203331,D,2007,7,16,10,13,62,6570,4203331
4203331,A,2004,10,23,17,56,46,1397,4203331
4203332,A,2014,11,22,22,8,47,2452,4203331
4210001,A,2011,6,30,8,16,47,1523,4210000
4210034,B,2011,6,30,8,16,51,3500,4210030
4210070,A,1998,8,12,15,13,45,2613,4210070
4210733,A,2011,3,11,14,49,45,806,4210730
4210731,A,2011,3,11,14,49,45,811,4210731
4211230,A,2011,3,11,14,49,48,999,4211230
4220000,5,1923,9,01,11,58,//,/////,4220000
4222230,A,2009,8,11,5,7,48,1775,4222230
4223620,B,2017,6,25,7,2,50,3905,4223620
4223630,B,2017,6,25,7,2,51,7645,4223630
4223932,A,2017,6,25,7,2,49,4805,4223932
4223933,B,2017,6,25,7,2,51,8788,4223933
4223970,5,1969,9,9,14,15,//,/////,4223970
4320000,5,1944,12,07,13,36,//,/////,4320000
4320000,5,1946,12,21,04,19,//,/////,4320000
4400000,A,2006,4,30,13,10,47,03980,4400000
4400000,5,1980,6,29,16,20,//,/////,4400000
4400020,A,2011,3,11,15,8,45,4672,4400020
4400100,A,1997,3,03,23,09,47,01939,4400100
4400100,A,2009,12,17,23,45,48,02806,4400100
4400100,A,2009,12,18,08,45,47,03866,4400100
4400111,A,1997,3,05,22,43,46,02608,4400111
4400111,A,1997,3,07,16,33,49,03894,4400111
4400170,5,1930,3,03,21,14,//,/////,4400170
4400170,5,1930,3,09,04,39,//,/////,4400170
4400170,5,1930,3,15,18,33,//,/////,4400170
4400170,5,1930,3,22,17,50,//,/////,4400170
4400170,5,1930,3,27,01,41,//,/////,4400170
4400170,5,1930,5,09,11,52,//,/////,4400170
4400170,5,1930,5,17,05,14,//,/////,4400170
4400230,A,2009,8,11,5,7,46,3154,4400230
4400231,A,2009,8,11,5,7,46,1901,4400231
4400320,B,2009,8,11,5,7,51,03111,4400320
4400320,A,2011,8,1,23,58,47,03018,4400320
4400330,A,2009,8,11,5,7,45,2305,4400330
4400430,A,2009,8,11,5,7,48,2079,4400430
4400500,5,1974,5,09,08,33,//,/////,4400500
4400520,A,2009,8,11,5,7,46,3026,4400520
4400530,A,2009,8,11,5,7,47,2156,4400530
4400620,B,2009,8,11,5,7,50,3148,4400620
4400630,B,2009,8,11,5,7,51,2883,4400630
4400730,B,2009,8,11,5,7,50,2767,4400730
4401331,A,2009,8,11,5,7,45,1731,4401330
4401831,C,2009,8,11,5,7,55,6305,4401831
4401933,B,2009,8,11,5,7,51,2160,4401930
4401931,A,2009,8,11,5,7,48,1465,4401931
4401932,B,2009,8,11,5,7,52,03371,4401932
4410032,A,2009,8,11,5,7,49,2077,4410032
4410070,5,1921,2,14,12,0,//,/////,4410070
4410070,5,1923,9,1,11,58,//,/////,4410070
4410070,5,1923,9,1,12,0,//,/////,4410070
4410070,5,1923,9,1,13,20,//,/////,4410070
4410070,5,1923,9,1,13,31,//,/////,4410070
4410070,5,1923,9,1,14,22,//,/////,4410070
4410070,5,1923,9,1,16,38,//,/////,4410070
4410070,5,1930,11,26,4,2,//,/////,4410070
4410100,6,1930,11,26,04,02,//,/////,4410100
4410201,D,2011,3,15,22,31,60,07043,4410200
4410221,D,2011,3,15,22,31,63,10755,4410221
4410221,B,2009,8,11,5,7,50,3174,4410221
4410230,A,2011,3,15,22,31,49,2325,4410230
4410331,A,2011,3,15,22,31,45,1365,4410331
4410332,A,2011,3,15,22,31,45,1931,4410332
4410334,A,2011,3,15,22,31,45,1762,4410333
4410400,A,2011,3,11,14,49,49,01122,4410400
4410400,A,2011,3,15,22,31,48,01573,4410400
4410420,A,2011,3,11,14,49,48,968,4410420
4410730,A,2009,8,11,5,7,45,1337,4410730
4410830,A,2011,3,15,22,31,47,2579,4410830
4420200,A,2001,4,03,23,57,46,02493,4420200
4420200,A,2009,8,11,05,07,48,03990,4420200
4420270,A,2001,4,03,23,57,45,02303,4420270
4420201,A,2009,8,11,5,7,46,2081,4420270
4420320,B,2009,8,11,5,7,53,3289,4420320
4420331,C,2009,8,11,5,7,56,5165,4420331
4420432,A,2001,4,3,23,57,45,1629,4420432
4420432,A,2009,8,11,5,7,49,2381,4420432
4421330,A,2009,8,11,5,7,49,1845,4421330
4421800,B,2001,4,03,23,57,50,02521,4421800
4421800,B,2009,8,11,05,07,54,04688,4421800
4421801,A,2011,8,1,23,58,45,2634,4421800
4421800,6,1935,7,11,17,24,//,/////,4421800
4421900,A,2009,8,11,05,07,45,01631,4421900
4421920,B,2009,8,11,5,7,51,3642,4421920
4421930,A,2009,8,11,5,7,47,2712,4421930
4421931,A,2009,8,11,5,7,48,3185,4421931
4422020,B,2009,8,11,5,7,51,2325,4422020
4422200,B,2009,8,11,05,07,50,01661,4422200
4422230,C,2009,8,11,5,7,59,5636,4422230
4422240,C,2009,8,11,5,7,55,4174,4422240
4430132,A,2009,8,11,5,7,45,1578,4430160
4430230,A,2009,8,11,5,7,49,2253,4430230
4430231,A,2009,8,11,5,7,49,2703,4430231
4430300,A,2009,8,11,05,07,47,01555,4430300
4430330,B,2009,8,11,5,7,50,1720,4430330
4432800,C,2009,8,11,05,07,57,06188,4432800
4432800,6,1944,12,07,13,36,//,/////,4432800
4432831,C,2009,8,11,5,7,59,8813,4432831
4432830,A,2009,8,11,5,7,47,1266,4432870
4432930,B,2009,8,11,5,7,53,2358,4432930
4432931,B,2009,8,11,5,7,51,4607,4432931
4433000,5,1923,9,01,11,57,//,/////,4433000
4433000,5,1944,12,07,13,36,//,/////,4433000
4500000,B,1997,3,16,14,51,50,03142,4500000
4510000,5,1944,12,07,13,36,//,/////,4510000
4512230,A,2000,10,31,1,43,45,1471,4512230
4600200,A,2007,4,15,12,19,46,03055,4600200
4601620,B,2007,4,15,12,19,53,7704,4601620
4601630,A,2007,4,15,12,19,48,04368,4601630
4601631,A,2007,4,15,12,19,48,03780,4601631
4601670,5,1944,12,7,13,36,//,/////,4601670
4610000,A,2007,4,15,12,19,45,01900,4610000
4610000,6,1944,12,07,13,35,//,/////,4610000
4610000,5,1944,12,07,13,55,//,/////,4610000
4610000,5,1945,1,13,03,28,//,/////,4610000
4610000,5,1946,12,21,04,19,//,/////,4610000
4610034,A,2007,4,15,12,19,46,03181,4610034
4610040,A,2007,4,15,12,19,46,2014,4610035
4610036,A,2004,9,5,23,57,45,01624,4610036
4610032,A,2007,4,15,12,19,47,05921,4610060
4610033,A,2007,4,15,12,19,47,05007,4610061
4610230,A,2004,9,5,23,57,47,01955,4610230
4620000,5,1944,12,07,13,35,//,/////,4620000
4620000,5,1946,12,21,04,19,//,/////,4620000
4621430,A,2000,10,31,1,42,48,03168,4621430
5000000,5,1944,12,07,13,36,//,/////,5000000
5000000,5,1946,12,21,04,19,//,/////,5000000
5000000,5,1995,1,17,05,47,//,/////,5000000
5010031,A,2018,6,18,7,58,46,2290,5010031
5100370,6,1927,3,7,18,27,//,/////,5100370
5100370,5,1923,9,1,11,59,//,/////,5100370
5110300,5,1927,3,07,18,27,//,/////,5110300
5110300,5,1936,1,08,04,33,//,/////,5110300
5110300,5,1936,2,21,10,08,//,/////,5110300
5110300,5,1995,1,17,05,47,//,/////,5110300
5110340,B,2018,6,18,7,58,50,/////,5110340
5110840,A,2018,6,18,7,58,46,/////,5110840
5110841,A,2018,6,18,7,58,45,/////,5110841
5110842,B,2018,6,18,7,58,50,/////,5110842
5110843,A,2018,6,18,7,58,46,/////,5110843
5110844,B,2018,6,18,7,58,50,/////,5110844
5111040,A,2018,6,18,7,58,46,/////,5111040
5111041,B,2018,6,18,7,58,52,/////,5111041
5111100,A,2018,6,18,07,58,48,04240,5111100
5111120,A,2018,6,18,7,58,46,2152,5111120
5111200,A,2018,6,18,07,58,45,02341,5111200
5111220,B,2018,6,18,7,58,50,4741,5111220
5111331,A,2018,6,18,7,58,49,3342,5111330
5111430,A,2018,6,18,7,58,49,3856,5111430
5111530,B,2018,6,18,7,58,50,4579,5111530
5111630,B,2018,6,18,7,58,53,3911,5111630
5111730,B,2018,6,18,7,58,53,5009,5111730
5111830,B,2018,6,18,7,58,53,3563,5111830
5111930,A,2018,6,18,7,58,47,3287,5111930
5112030,A,2018,6,18,7,58,47,2214,5112030
5112731,A,2018,6,18,7,58,45,1962,5112730
5113634,A,2018,6,18,7,58,45,1330,5113632
5200030,B,2018,6,18,7,58,50,3689,5200030
5200130,A,2018,6,18,7,58,48,2899,5200130
5200231,A,2018,6,18,7,58,47,2126,5200230
5200430,A,2018,6,18,7,58,46,1393,5200430
5200831,A,2018,6,18,7,58,49,1953,5200830
5200920,A,2018,6,18,7,58,49,2935,5200920
5200930,B,2018,6,18,7,58,53,3535,5200930
5201130,A,2018,6,18,7,58,45,2446,5201130
5201230,B,2018,6,18,7,58,51,3165,5201230
5201830,B,2018,6,18,7,58,52,2414,5201830
5202230,C,2018,6,18,7,58,56,6939,5202230
5202300,5,1936,2,21,10,08,//,/////,5202300
5202400,A,2018,6,18,7,58,48,2554,5202400
5202420,B,2018,6,18,7,58,51,3777,5202420
5202430,B,2018,6,18,7,58,53,3787,5202430
5202530,A,2018,6,18,7,58,47,2037,5202530
5202630,B,2018,6,18,7,58,51,3693,5202630
5202700,B,2018,6,18,07,58,54,04902,5202700
5202720,C,2018,6,18,7,58,56,8061,5202720
5202732,B,2018,6,18,7,58,52,4633,5202730
5202831,A,2018,6,18,7,58,48,3030,5202830
5202931,C,2018,6,18,7,58,56,9004,5202930
5203030,C,2018,6,18,7,58,56,4804,5203030
5203230,B,2018,6,18,7,58,51,4139,5203230
5203331,A,2018,6,18,7,58,47,1443,5203330
5203400,B,2018,6,18,7,58,53,4361,5203400
5203430,C,2018,6,18,7,58,55,4768,5203430
5203730,B,2018,6,18,7,58,54,3052,5203730
5203930,A,2018,6,18,7,58,48,2757,5203930
5204030,B,2018,6,18,7,58,53,6170,5204030
5204130,B,2018,6,18,7,58,51,5170,5204130
5204230,A,2018,6,18,7,58,48,3131,5204230
5204330,A,2018,6,18,7,58,46,1782,5204330
5211830,A,2013,4,13,5,33,45,1259,5211830
5300000,6,1925,5,23,11,09,//,/////,5300000
5300000,6,1927,3,07,18,27,//,/////,5300000
5300000,5,1925,5,23,11,37,//,/////,5300000
5300000,5,1925,5,23,11,46,//,/////,5300000
5300000,5,1925,5,23,11,47,//,/////,5300000
5300000,5,1925,5,23,12,01,//,/////,5300000
5300000,5,1927,3,07,18,27,//,/////,5300000
5300000,5,1927,3,07,18,32,//,/////,5300000
5300000,5,1927,3,12,05,30,//,/////,5300000
5300000,5,1963,3,27,06,34,//,/////,5300000
5300000,5,1995,1,17,05,47,//,/////,5300000
5310700,6,1995,1,17,05,46,//,/////,5310700
5310930,A,2018,6,18,7,58,48,1833,5310910
5311100,A,2018,6,18,07,58,46,02052,5311100
5311120,A,2018,6,18,7,58,47,2130,5311120
5311330,A,2018,6,18,7,58,47,1835,5311310
5311930,A,2018,6,18,7,58,47,2538,5311910
5350000,A,2013,4,13,5,33,48,02546,5350000
5350000,6,1995,1,17,5,46,//,/////,5350000
5350000,5,1927,3,7,18,27,//,/////,5350000
5350000,5,1946,12,21,4,19,//,/////,5350000
5350020,A,2013,4,13,5,33,48,5861,5350020
5351100,A,2013,4,13,5,33,47,1439,5351100
5351130,B,2013,4,13,5,33,51,3434,5351130
5351131,B,2013,4,13,5,33,52,3222,5351131
5351200,A,2013,4,13,5,33,45,1762,5351200
5351201,A,2013,4,13,05,33,45,01426,5351201
5351233,C,2013,4,13,5,33,55,4744,5351230
5351230,A,2000,10,6,13,30,47,1007,5351230
5351232,C,2013,4,13,5,33,55,7291,5351271
5351220,B,2013,4,13,5,33,53,3732,5351272
5399999,7,1995,1,//,//,//,//,/////,5399999
5400000,5,1927,3,07,18,28,//,/////,5400000
5400000,5,1936,2,21,10,08,//,/////,5400000
5400000,5,1944,12,07,13,35,//,/////,5400000
5400000,5,1946,12,21,04,19,//,/////,5400000
5400230,A,2018,6,18,7,58,46,3294,5400230
5400730,A,2018,6,18,7,58,46,2310,5400730
5402631,A,2018,6,18,7,58,48,2741,5402630
5403231,A,2018,6,18,7,58,46,2308,5403230
5404330,A,1999,8,21,5,33,47,7328,5404330
5404330,A,2004,9,5,19,7,49,4731,5404330
5404330,A,2004,9,5,23,57,45,2917,5404330
5500000,5,1923,2,11,00,49,//,/////,5500000
5500000,5,1923,7,02,03,19,//,/////,5500000
5500000,5,1946,12,21,04,19,//,/////,5500000
5500300,A,2011,7,05,19,18,45,01981,5500300
5501930,A,2011,7,5,19,18,48,2895,5501930
5503531,B,2011,7,5,19,18,51,12738,5503531
5510100,A,1999,8,21,05,33,45,01582,5510100
5510100,A,2004,9,05,19,07,48,02456,5510100
5510100,A,2004,9,05,23,57,45,01636,5510100
5510230,A,1999,8,21,5,33,45,03000,5510230
5510800,5,1946,12,21,04,19,//,/////,5510800
5600000,A,2016,10,21,14,07,45,01172,5600000
5600000,6,1943,9,10,17,37,//,/////,5600000
5600000,5,1943,3,04,19,13,//,/////,5600000
5600000,5,1943,3,05,04,50,//,/////,5600000
5600021,B,2016,10,21,14,7,51,2136,5600021
5600035,A,2016,10,21,14,7,46,1612,5600035
5600036,B,2016,10,21,14,7,52,2881,5600036
5600037,B,2016,10,21,14,7,50,2503,5600037
5620000,A,2016,10,21,14,7,49,3049,5620000
5620020,C,2016,10,21,14,7,57,14940,5620010
5620030,A,2000,10,6,13,30,46,1457,5620030
5620030,A,2016,10,21,14,7,49,3027,5620030
5620430,B,2016,10,21,14,7,53,4686,5620430
5621020,A,2016,10,21,14,7,45,3260,5621020
5621030,A,2000,10,6,13,30,45,1306,5621030
5621032,A,2016,10,21,14,7,48,3336,5621030
5621031,A,2016,10,21,14,7,46,1321,5621031
5621130,B,2016,10,21,14,7,51,2608,5621130
5621132,C,2016,10,21,14,7,57,6430,5621132
5621132,A,2000,10,6,13,30,46,1566,5621132
5621231,B,2016,10,21,14,7,54,6727,5621231
5621231,A,2000,10,6,13,30,47,1710,5621231
5630000,B,2000,10,06,13,30,51,02852,5630000
5630030,C,2000,10,6,13,30,56,4329,5630030
5630100,D,2000,10,06,13,30,60,07627,5630100
5630100,5,1946,12,21,04,21,//,/////,5630100
5630130,C,2000,10,6,13,30,56,2341,5630130
5630530,C,2000,10,6,13,30,55,3310,5630530
5630530,A,2016,10,21,14,7,45,1782,5630530
5630730,A,2000,10,6,13,30,47,1549,5630730
5630731,A,2000,10,6,13,30,45,1531,5630731
5630732,A,2000,10,6,13,30,45,1706,5630732
5631130,D,2000,10,6,13,30,63,15844,5631130
5631430,C,2000,10,6,13,30,59,10774,5631430
5631430,A,2000,10,8,20,51,45,2189,5631430
5631431,C,2000,10,6,13,30,59,9826,5631431
5631431,A,2000,10,6,16,21,45,3611,5631431
5631530,C,2000,10,6,13,30,56,6707,5631530
5631531,C,2000,10,6,13,30,57,6924,5631531
5700000,A,2000,10,06,13,30,48,02394,5700000
5700031,A,2000,10,6,13,30,48,1185,5700031
5700035,A,2000,10,6,13,30,48,1401,5700035
5700036,B,2000,10,6,13,30,50,2973,5700036
5700037,A,2000,10,6,13,30,49,1662,5700037
5700041,A,2000,10,6,13,30,49,2821,5700041
5700060,A,2000,10,6,13,30,46,2395,5700060
5700132,A,2018,4,9,1,32,46,2658,5700132
5700133,A,2000,10,6,13,30,45,1309,5700133
5700137,A,2018,4,9,1,32,46,1522,5700133
5700160,A,2000,10,6,13,30,45,1227,5700160
5700230,B,2000,10,6,13,30,53,2617,5700230
5702900,A,2000,10,6,13,30,47,2660,5702900
5702900,A,2018,4,9,1,32,46,2511,5702900
5702930,A,2000,10,6,13,30,47,2724,5702930
5702938,A,2018,4,9,1,32,45,2124,5702931
5702932,A,2000,10,6,13,30,45,2298,5702932
5702935,A,2018,4,9,1,32,45,1853,5702932
5703130,B,2000,10,6,13,30,54,4242,5703130
5710034,A,2001,3,24,15,28,45,1683,5710034
5710109,B,1997,6,25,18,50,51,03450,5710109
5710230,B,2018,4,9,1,32,54,5487,5710230
5710260,A,2000,10,//,//,//,48,1005,5710260
5710232,A,2018,4,9,1,32,46,2400,5710260
5710331,A,2000,10,6,13,30,45,1210,5710331
5710331,A,2001,3,24,15,28,45,1182,5710331
5710631,A,2018,4,9,1,32,49,3677,5710630
5712300,A,2018,4,9,1,32,47,3533,5712300
5712330,A,2018,4,9,1,32,47,5235,5712330
5712430,A,2001,3,24,15,28,45,2952,5712430
5800000,5,1930,12,21,21,14,//,/////,5800000
5800100,B,2000,10,6,13,30,50,8153,5800100
5800131,B,2000,10,6,13,30,50,02194,5800131
5800133,B,2000,10,6,13,30,52,08246,5800133
5800160,A,2000,10,6,13,30,47,04104,5800160
5801130,A,2000,10,6,13,30,49,03278,5801130
5802033,B,2016,10,21,14,7,53,02876,5802033
5803700,B,2000,10,6,13,30,52,3597,5803700
5803722,A,2016,10,21,14,7,45,2055,5803722
5803730,A,2000,10,6,13,30,48,02557,5803730
5803731,A,2000,10,6,13,30,45,03007,5803731
5803734,A,2000,10,6,13,30,49,03703,5803734
5803735,B,2000,10,6,13,30,50,03439,5803735
5803736,A,2000,10,6,13,30,48,02763,5803736
5803741,A,2016,10,21,14,7,45,1498,5803736
5803739,B,2016,10,21,14,7,50,2425,5803737
5803737,A,2000,10,6,13,30,47,04005,5803737
5803738,A,2000,10,6,13,30,47,02413,5803738
5803738,A,2016,10,21,14,7,47,02837,5803738
5810131,A,2000,10,6,13,30,45,1100,5810131
5810132,A,2000,10,6,13,30,46,01173,5810132
5810230,A,2000,10,6,13,30,49,01268,5810230
5810330,A,2000,10,6,13,30,45,01486,5810330
5810631,A,2000,10,6,13,30,45,01886,5810631
5812430,A,2000,10,6,13,30,46,1068,5812430
5814260,A,2000,10,6,13,30,45,01739,5814260
5814600,5,1943,9,10,17,37,//,/////,5814600
5814630,A,2000,10,6,13,30,46,02473,5814630
5814631,A,2000,10,6,13,30,46,01828,5814631
5814830,A,2000,10,6,13,30,45,01143,5814830
5814930,A,2000,10,6,13,30,45,01193,5814930
5900039,A,2011,11,21,19,16,45,3473,5900032
5900036,A,2001,3,24,15,28,46,/////,5900036
5900135,A,2000,10,6,13,30,49,03444,5900135
5900170,5,1940,10,18,4,20,//,/////,5900170
5900170,5,1946,1,11,7,14,//,/////,5900170
5903621,A,2014,3,14,2,7,45,1888,5903620
5903630,A,2001,3,24,15,28,47,/////,5903630
5903631,A,2001,3,24,15,28,46,/////,5903631
5903635,A,2014,3,14,2,7,45,02253,5903635
5903800,B,2001,3,24,15,28,50,04765,5903800
5903801,A,2001,3,24,15,28,45,02394,5903801
5910100,B,2001,3,24,15,28,52,2439,5910100
5910130,A,2001,3,24,15,28,49,/////,5910130
5910132,B,2001,3,24,15,28,52,/////,5910132
5910230,A,2001,3,24,15,28,45,/////,5910230
5910231,A,2001,3,24,15,28,45,/////,5910231
5910232,B,2001,3,24,15,28,51,/////,5910232
5910234,A,2001,3,24,15,28,49,/////,5910234
5910400,A,2001,3,24,15,28,47,02063,5910400
5910400,5,1927,3,07,18,28,//,/////,5910400
5910400,5,1928,2,20,12,02,//,/////,5910400
5910400,5,1928,2,28,01,99,//,/////,5910400
5910400,5,1928,9,25,13,58,//,/////,5910400
5910400,5,1928,10,24,12,37,//,/////,5910400
5910431,A,2000,10,6,13,30,48,02119,5910431
5910434,A,2001,3,24,15,28,47,/////,5910434
5910435,A,2000,10,6,13,30,45,02069,5910435
5910435,A,2001,3,24,15,28,45,/////,5910435
5912831,A,2001,3,24,15,28,48,/////,5912831
5912860,A,2001,3,24,15,28,46,/////,5912860
5920000,A,2001,3,24,15,28,46,01346,5920000
5920030,A,2001,3,24,15,28,48,/////,5920030
5920230,A,2001,3,24,15,28,47,/////,5920230
5920330,B,2001,3,24,15,28,52,/////,5920330
5920430,B,2001,3,24,15,28,53,/////,5920430
5920530,B,2001,3,24,15,28,50,/////,5920530
5920630,A,2001,3,24,15,28,48,/////,5920630
5920800,B,2001,3,24,15,28,50,02243,5920800
5920801,A,2001,3,24,15,28,49,03852,5920801
5920830,B,2001,3,24,15,28,52,/////,5920830
5920830,A,2014,3,14,2,7,45,02439,5920830
5920831,A,2001,3,24,15,28,49,/////,5920831
5920821,A,2014,3,14,2,7,45,2016,5920833
5920835,B,2001,3,24,15,28,54,/////,5920835
5920835,A,2000,10,6,13,30,46,01657,5920835
5920835,A,2006,6,12,5,1,45,01435,5920835
5920843,A,2014,3,14,2,7,48,2451,5920835
5920837,B,2001,3,24,15,28,54,/////,5920837
5920838,A,2001,3,24,15,28,49,/////,5920838
5920839,B,2001,3,24,15,28,50,/////,5920839
5920846,A,2014,3,14,2,7,45,1389,5920839
5920841,B,2001,3,24,15,28,51,/////,5920841
5920860,B,2001,3,24,15,28,51,/////,5920860
5920861,B,2001,3,24,15,28,52,/////,5920861
5920834,B,2001,3,24,15,28,53,/////,5920862
5920930,A,2014,3,14,2,7,46,01488,5920930
5921000,B,2001,3,24,15,28,50,03053,5921000
5921020,A,2014,3,14,2,7,47,2084,5921030
5921032,B,2001,3,24,15,28,50,/////,5921032
5921033,C,2001,3,24,15,28,59,/////,5921033
5921033,B,2001,3,26,5,41,51,/////,5921033
5921034,B,2001,3,24,15,28,51,/////,5921034
5921060,A,2001,3,24,15,28,47,/////,5921060
5921130,B,2001,3,24,15,27,52,/////,5921130
5921131,A,2001,3,24,15,28,49,/////,5921131
5921134,A,2001,3,24,15,28,47,/////,5921134
5921230,B,2001,3,24,15,28,53,/////,5921230
5921230,A,2000,10,6,13,30,46,01169,5921230
5921330,B,2001,3,24,15,28,52,/////,5921330
5921430,C,2001,3,24,15,28,55,/////,5921430
5921530,A,2001,3,24,15,28,46,/////,5921530
5923030,A,2001,3,24,15,27,47,/////,5923030
5923031,B,2001,3,24,15,28,53,/////,5923031
5923033,B,2001,3,24,15,28,51,/////,5923033
5923230,C,2001,3,24,15,28,55,/////,5923230
5923230,A,2000,10,6,13,30,48,03232,5923230
5923231,A,2001,3,24,15,27,48,/////,5923231
5923260,A,2001,3,24,15,28,49,/////,5923260
6000000,A,2000,10,06,13,30,45,00613,6000000
6000000,5,1938,1,12,00,12,//,/////,6000000
6000000,5,1946,12,21,04,19,//,/////,6000000
6000030,A,2000,10,6,13,30,45,00659,6000030
6000120,A,2013,4,13,5,33,45,1025,6000120
6011220,B,2015,2,6,10,25,50,3141,6011220
6011833,A,2015,2,6,10,25,45,3540,6011830
6011835,A,2015,2,6,10,25,45,2715,6011832
6100000,5,1946,12,21,04,20,//,/////,6100000
6100033,A,2000,10,6,13,30,46,1071,6100033
6100036,A,2000,10,6,13,30,45,1274,6100036
6100230,A,2000,10,6,13,30,47,1465,6100230
6100232,A,2013,4,13,5,33,45,1332,6100230
6102030,A,2013,4,13,5,33,46,1811,6102030
6102031,A,2000,10,6,13,30,47,1641,6102031
6110300,A,2000,10,06,13,30,45,01121,6110300
6111300,5,1946,12,21,04,21,//,/////,6111300
6112432,A,2000,10,6,13,30,45,1207,6112432
6112460,A,2000,10,//,//,//,45,1106,6112460
6200000,B,2001,3,24,15,28,54,3633,6200000
6200030,A,2001,3,24,15,28,49,2465,6200030
6200031,A,2001,3,24,15,28,49,3413,6200031
6200033,B,2001,3,24,15,28,51,3105,6200033
6200033,A,2006,6,12,5,1,45,1093,6200033
6200034,B,2001,3,24,15,28,52,3779,6200034
6200035,B,2001,3,24,15,28,52,4519,6200035
6200036,A,2001,3,24,15,28,48,2340,6200036
6200038,B,2001,3,24,15,28,54,4716,6200038
6200039,B,2001,3,24,15,28,54,2967,6200039
6200040,A,2001,3,24,15,28,47,3324,6200040
6200100,A,2001,3,24,15,28,45,1751,6200100
6200200,B,2001,3,24,15,28,53,06143,6200200
6200230,A,2001,3,24,15,28,49,2340,6200230
6200231,A,2001,3,24,15,28,49,2216,6200231
6200232,B,2001,3,24,15,28,50,2200,6200232
6202731,B,2001,3,24,15,28,51,2603,6202731
6202732,B,2001,3,24,15,28,50,3931,6202732
6202733,B,2001,3,24,15,28,50,3447,6202733
6210000,B,2001,3,24,15,28,53,02765,6210000
6210030,A,2001,3,24,15,28,48,2757,6210030
6210030,A,2014,3,14,2,7,47,1653,6210030
6210130,A,2001,3,24,15,28,48,3184,6210130
6211130,B,2001,3,24,15,27,52,2559,6211130
6211230,B,2001,3,24,15,28,51,5763,6211230
6211630,B,2001,3,24,15,28,52,5229,6211630
6211630,A,2014,3,14,2,7,47,4884,6211630
6211730,A,2001,3,24,15,28,46,1329,6211760
6220000,A,2001,3,24,15,28,47,01633,6220000
6220000,5,1968,8,06,01,17,//,/////,6220000
6220020,A,2014,3,14,2,7,45,2488,6220020
6220031,A,2001,3,24,15,28,45,2986,6220031
6220060,B,2001,3,24,15,28,51,2321,6220060
6220120,A,2014,3,14,2,7,46,2595,6220120
6220130,A,2001,3,24,15,28,48,1381,6220130
6220130,A,2006,6,12,5,1,47,1427,6220130
6220130,A,2014,3,14,2,7,46,2891,6220130
6220130,A,2016,4,16,1,25,45,834,6220130
6220230,A,2001,3,24,15,28,48,1531,6220230
6220270,5,1968,8,6,1,17,//,/////,6220270
6220432,A,2001,3,24,15,28,49,3018,6220432
6220930,A,2001,3,24,15,28,46,1443,6220930
6220931,A,2006,6,12,5,1,47,1375,6220930
6220931,A,2014,3,14,2,7,46,2303,6220930
6222800,A,2001,3,24,15,28,47,01970,6222800
6222830,B,2001,3,24,15,28,51,1873,6222830
6222831,B,2001,3,24,15,28,52,1971,6222831
6222835,B,2014,3,14,2,7,51,3929,6222831
6222832,B,2014,3,14,2,7,52,3063,6222832
6222832,A,2001,3,24,15,28,49,1969,6222832
6222832,A,2006,6,12,5,1,45,1536,6222832
6222832,A,2015,7,13,2,52,48,1405,6222832
6222930,A,2014,3,14,2,7,46,2746,6222930
6300000,5,1946,12,21,4,20,//,/////,6300000
6310000,A,2001,3,24,15,28,46,01072,6310000
6310000,5,1946,12,21,04,19,//,/////,6310000
6320100,5,1946,12,21,04,20,//,/////,6320100
6320100,5,1968,4,01,09,42,//,/////,6320100
6320120,A,2014,3,14,2,7,45,1969,6320120
7000000,5,1935,7,17,00,00,//,/////,7000000
7000000,5,1943,9,10,17,37,//,/////,7000000
7030030,A,2001,3,24,15,28,48,2412,7030030
7030033,A,2001,3,24,15,28,47,2967,7030033
7030070,B,2001,3,24,15,28,51,02148,7030070
7030160,A,2001,3,24,15,28,46,2809,7030160
7030161,A,2001,3,24,15,28,45,1712,7030161
7030260,B,2001,3,24,15,28,51,4984,7030260
7030231,A,2014,3,14,2,7,45,1044,7030260
7030270,B,2001,3,24,15,28,51,1695,7030270
7030230,A,2014,3,14,2,7,45,958,7030270
7030360,B,2001,3,24,15,28,54,6624,7030360
7030500,A,2001,3,24,15,28,47,01629,7030500
7030530,B,2001,3,24,15,28,50,2132,7030530
7030730,B,2001,3,24,15,28,52,2372,7030730
7030731,B,2001,3,24,15,28,50,3063,7030731
7030760,B,2001,3,24,15,28,52,4446,7030760
7030761,B,2001,3,24,15,28,53,5182,7030761
7040031,A,2001,3,24,15,28,45,1440,7040031
