code_prime,lon,lat,address,codes_ordered,gaps,distances,grand_date_b,grand_date_e,date_b_s,date_e_s,lats,lons,date_b_s_old,date_e_s_old
5910230,13312,3425,尾道市久保,"[5910230, 5910236, 5910239]","[0, 0]","[0.0, 0.0, 0.0]",1998-10-15,2023-12-31,"['1998-10-15', '2011-01-06', '2019-12-27']","['2011-01-06', '2019-12-27', '2023-12-31']","[3425, 3425, 3425]","[13312, 13312, 13312]",,
5910231,13309,3431,尾道市御調町,"[5910231, 5910238]",[0],[0.0],1998-10-15,2023-12-31,"['1998-10-15', '2019-04-19']","['2019-04-19', '2023-12-31']","[3431, 3431]","[13309, 13309]",,
5910232,13312,3424,尾道市向島町,"[5910232, 5910235]",[0],[0.0],1998-10-15,2023-12-31,"['1998-10-15', '2010-03-31']","['2010-03-31', '2023-12-31']","[3424, 3424]","[13312, 13312]",,
5910233,13310,3418,尾道市因島土生町,"[5910233, 5910221, 5910222]","[0, 0]","[0.0, 1.53, 1.53]",2001-12-12,2023-12-31,"['2001-12-12', '2010-11-08', '2017-03-03']","['2010-11-08', '2017-03-03', '2023-12-31']","[3418, 3418, 3418]","[13310, 13310, 13311]",,
5910234,13305,3418,尾道市瀬戸田町,"[5910234, 5910237]",[0],[1.53],1998-10-15,2023-12-31,"['1998-10-15', '2011-01-06']","['2011-01-06', '2023-12-31']","[3418, 3418]","[13305, 13306]",,
5910400,13315,3427,福山市松永町,[5910400],[],[],1942-01-01,2023-12-31,['1942-01-01'],['2023-12-31'],[3427],[13315],,
5910430,13315,3427,福山市松永支所,[5910430],[],[],1998-10-15,2010-11-08,['1998-10-15'],['2010-11-08'],[3427],[13315],,
5910431,13320,3433,福山市駅家町,[5910431],[],[],1998-10-15,2023-12-31,['1998-10-15'],['2023-12-31'],[3433],[13320],,
5910432,13323,3423,福山市鞆町,"[5910432, 5910439]",[0],[0.0],1998-10-15,2023-12-31,"['1998-10-15', '2011-01-06']","['2011-01-06', '2023-12-31']","[3423, 3423]","[13323, 13323]",,
5910433,13322,3429,福山市東桜町,"[5910433, 5910420]",[0],[0.0],2001-12-12,2023-12-31,"['2001-12-12', '2010-11-08']","['2010-11-08', '2023-12-31']","[3429, 3429]","[13322, 13322]",,
5910434,13317,3421,福山市内海町,"[5910434, 5910438]",[0],[0.0],1998-10-15,2023-12-31,"['1998-10-15', '2007-05-30']","['2007-05-30', '2023-12-31']","[3421, 3421]","[13317, 13317]",,
5910435,13316,3434,福山市新市町,"[5910435, 5910440]",[0],[0.0],1998-10-15,2023-12-31,"['1998-10-15', '2011-01-06']","['2011-01-06', '2023-12-31']","[3434, 3434]","[13316, 13316]",,
5910436,13319,3423,福山市沼隈町,"[5910436, 5910441]",[0],[0.0],1998-10-15,2023-12-31,"['1998-10-15', '2011-01-06']","['2011-01-06', '2023-12-31']","[3423, 3423]","[13319, 13319]",,
5910437,13323,3433,福山市神辺町,"[5910437, 5910442, 5910443]","[0, 0]","[0.0, 1.53, 1.53]",1998-10-15,2023-12-31,"['1998-10-15', '2011-01-06', '2016-06-20']","['2011-01-06', '2016-06-20', '2023-12-31']","[3433, 3433, 3433]","[13323, 13323, 13322]",,
5910470,13315,3427,松永測候所,[5910470],[],[],1942-01-01,1970-04-17,['1942-01-01'],['1970-04-17'],[3427],[13315],,
5910500,13309,3439,広島府中市上下町矢多田,[5910500],[],[],1994-07-15,2012-11-15,['1994-07-15'],['2012-11-15'],[3439],[13309],,
5910530,13314,3434,広島府中市府川町,"[5910530, 5910520, 5910521]","[0, 0]","[0.0, 0.0, 0.0]",2001-12-12,2023-12-31,"['2001-12-12', '2010-11-08', '2016-03-29']","['2010-11-08', '2016-03-29', '2023-12-31']","[3434, 3434, 3434]","[13314, 13314, 13314]","['2001-12-12', '2010-11-08', '2016-01-22']",
5910531,13307,3442,広島府中市上下町上下,"[5910531, 5910532]",[0],[0.0],1998-10-15,2023-12-31,"['1998-10-15', '2011-01-06']","['2011-01-06', '2023-12-31']","[3442, 3442]","[13307, 13307]",,
5912820,13303,3435,世羅町東神崎,[5912820],[],[],2006-03-01,2023-12-31,['2006-03-01'],['2023-12-31'],[3435],[13303],,
5912830,13303,3435,世羅町寺町,[5912830],[],[],2001-12-12,2010-11-08,['2001-12-12'],['2010-11-08'],[3435],[13303],,
5912831,13303,3435,世羅町西上原,[5912831],[],[],1998-10-15,2023-12-31,['1998-10-15'],['2023-12-31'],[3435],[13303],,
5912860,13256,3437,世羅西町小国世羅町小国,"[5912860, 5912832]",[0],[0.0],1998-10-15,2023-12-31,"['1998-10-15', '2003-07-07']","['2003-07-07', '2023-12-31']","[3437, 3437]","[13256, 13256]",,
5913430,13317,3447,神石高原町油木,"[5913430, 5913420]",[0],[0.0],2001-12-12,2023-12-31,"['2001-12-12', '2010-11-08']","['2010-11-08', '2023-12-31']","[3447, 3447]","[13317, 13317]",,
5913431,13311,3448,神石高原町高光,"[5913431, 5913434]",[0],[0.0],1998-10-15,2023-12-31,"['1998-10-15', '2011-01-06']","['2011-01-06', '2023-12-31']","[3448, 3448]","[13311, 13311]",,
5913432,13320,3446,神石高原町下豊松,"[5913432, 5913435]",[0],[1.85],1998-10-15,2023-12-31,"['1998-10-15', '2011-01-06']","['2011-01-06', '2023-12-31']","[3446, 3447]","[13320, 13320]",,
5913433,13315,3442,神石高原町小畠,"[5913433, 5913436]",[0],[0.0],1998-10-15,2023-12-31,"['1998-10-15', '2021-10-11']","['2021-10-11', '2023-12-31']","[3442, 3442]","[13315, 13315]",,
5920000,13228,3424,広島中区上八丁堀,[5920000],[],[],1920-01-01,2023-12-31,['1920-01-01'],['2023-12-31'],[3424],[13228],,
5920020,13227,3423,広島中区羽衣町,[5920020],[],[],2004-11-01,2023-12-31,['2004-11-01'],['2023-12-31'],[3423],[13227],,
5920030,13227,3423,広島中区大手町,[5920030],[],[],1998-10-15,2011-01-06,['1998-10-15'],['2011-01-06'],[3423],[13227],,
5920130,13233,3427,広島東区福田,"[5920130, 5920131]",[0],[0.0],1998-10-15,2023-12-31,"['1998-10-15', '2011-01-06']","['2011-01-06', '2023-12-31']","[3427, 3427]","[13233, 13233]",,
5920230,13228,3421,広島南区宇品海岸,[5920230],[],[],1998-10-15,2023-12-31,['1998-10-15'],['2023-12-31'],[3421],[13228],,
5920330,13225,3424,広島西区己斐,[5920330],[],[],1998-10-15,2023-12-31,['1998-10-15'],['2023-12-31'],[3424],[13225],,
5920430,13229,3428,広島安佐南区緑井広島安佐南区祇園,"[5920430, 5920431]",[0],[4.0],1998-12-15,2023-12-31,"['1998-12-15', '2011-10-11']","['2011-10-11', '2023-12-31']","[3428, 3426]","[13229, 13228]",,
5920530,13231,3430,広島安佐北区可部南,[5920530],[],[],1998-10-15,2023-12-31,['1998-10-15'],['2023-12-31'],[3430],[13231],,
5920630,13235,3424,広島安芸区中野,[5920630],[],[],1998-12-15,2023-12-31,['1998-12-15'],['2023-12-31'],[3424],[13235],,
5920720,13217,3430,広島佐伯区湯来町運動広場,[5920720],[],[],2004-11-01,2010-10-05,['2004-11-01'],['2010-10-05'],[3430],[13217],,
5920730,13222,3424,広島佐伯区利松,[5920730],[],[],1998-10-15,2023-12-31,['1998-10-15'],['2023-12-31'],[3424],[13222],,
5920731,13216,3429,広島佐伯区湯来町和田,"[5920731, 5920732]",[0],[0.0],1998-10-15,2023-12-31,"['1998-10-15', '2011-01-06']","['2011-01-06', '2023-12-31']","[3429, 3429]","[13216, 13216]",,
5920800,13233,3414,呉市宝町,[5920800],[],[],1919-01-01,2023-12-31,['1919-01-01'],['2023-12-31'],[3414],[13233],,
5920801,13232,3409,呉市倉橋町鳶ヶ巣,[5920801],[],[],1994-07-15,2019-03-14,['1994-07-15'],['2019-03-14'],[3409],[13232],,
5920802,13232,3411,呉市音戸中学校,[5920802],[],[],2020-03-12,2023-12-31,['2020-03-12'],['2023-12-31'],[3411],[13232],,
5920830,13237,3414,呉市広,[5920830],[],[],1998-10-15,2023-12-31,['1998-10-15'],['2023-12-31'],[3414],[13237],,
5920831,13233,3418,呉市焼山,"[5920831, 5920842]",[0],[0.0],1998-10-15,2023-12-31,"['1998-10-15', '2011-01-06']","['2011-01-06', '2023-12-31']","[3418, 3418]","[13233, 13233]",,
5920832,13239,3418,呉市郷原町,[5920832],[],[],1998-10-15,2023-12-31,['1998-10-15'],['2023-12-31'],[3418],[13239],,
5920833,13234,3415,呉市中央呉市二河町,"[5920833, 5920820, 5920821]","[0, 0]","[0.0, 0.0, 0.0]",2001-12-12,2023-12-31,"['2001-12-12', '2010-11-08', '2012-09-27']","['2010-11-08', '2012-09-27', '2023-12-31']","[3415, 3415, 3415]","[13234, 13234, 13234]",,
5920835,13242,3414,呉市川尻町,"[5920835, 5920843]",[0],[0.0],1998-10-15,2023-12-31,"['1998-10-15', '2011-01-06']","['2011-01-06', '2023-12-31']","[3414, 3414]","[13242, 13242]",,
5920837,13230,3406,呉市倉橋町支所,[5920837],[],[],1998-10-15,2010-11-08,['1998-10-15'],['2010-11-08'],[3406],[13230],,
5920838,13244,3412,呉市蒲刈町,"[5920838, 5920845]",[0],[0.0],1998-10-15,2023-12-31,"['1998-10-15', '2011-01-06']","['2011-01-06', '2023-12-31']","[3412, 3412]","[13244, 13244]",,
5920839,13244,3417,呉市安浦町,"[5920839, 5920846]",[0],[1.53],1998-10-15,2023-12-31,"['1998-10-15', '2011-01-06']","['2011-01-06', '2023-12-31']","[3417, 3417]","[13244, 13245]",,
5920841,13251,3411,呉市豊町,"[5920841, 5920847]",[0],[0.0],1998-12-15,2023-12-31,"['1998-12-15', '2011-01-06']","['2011-01-06', '2023-12-31']","[3411, 3411]","[13251, 13251]",,
5920860,13248,3411,広島豊浜町豊島呉市豊浜町,"[5920860, 5920840]",[0],[0.0],1998-12-15,2023-12-31,"['1998-12-15', '2002-11-12']","['2002-11-12', '2023-12-31']","[3411, 3411]","[13248, 13248]",,
5920861,13232,3412,音戸町鰯浜呉市音戸町,"[5920861, 5920836, 5920844]","[0, 0]","[0.0, 1.85, 1.85]",1998-10-15,2023-12-31,"['1998-10-15', '2003-07-07', '2011-01-06']","['2003-07-07', '2011-01-06', '2023-12-31']","[3412, 3412, 3411]","[13232, 13232, 13232]",,
5920862,13241,3411,下蒲刈町三之瀬呉市下蒲刈町,"[5920862, 5920834]",[0],[0.0],1998-10-15,2023-12-31,"['1998-10-15', '2000-01-12']","['2000-01-12', '2023-12-31']","[3411, 3411]","[13241, 13241]",,
5920930,13213,3414,大竹市小方,[5920930],[],[],1998-10-15,2023-12-31,['1998-10-15'],['2023-12-31'],[3414],[13213],,
5921000,13241,3419,東広島市黒瀬町,[5921000],[],[],1996-04-01,2023-12-31,['1996-04-01'],['2023-12-31'],[3419],[13241],,
5921030,13245,3426,東広島市西条栄町,"[5921030, 5921020]",[0],[0.0],1998-12-15,2023-12-31,"['1998-12-15', '2010-11-08']","['2010-11-08', '2023-12-31']","[3426, 3426]","[13245, 13245]",,
5921032,13250,3434,東広島市豊栄町,"[5921032, 5921036]",[0],[0.0],1998-10-15,2023-12-31,"['1998-10-15', '2011-01-06']","['2011-01-06', '2023-12-31']","[3434, 3434]","[13250, 13250]",,
5921033,13253,3428,東広島市河内町,"[5921033, 5921037]",[0],[0.0],1998-10-15,2023-12-31,"['1998-10-15', '2011-01-06']","['2011-01-06', '2023-12-31']","[3428, 3428]","[13253, 13253]",,
5921034,13249,3419,東広島市安芸津町,"[5921034, 5921038]",[0],[0.0],1998-10-15,2023-12-31,"['1998-10-15', '2014-09-18']","['2014-09-18', '2023-12-31']","[3419, 3419]","[13249, 13249]",,
5921060,13247,3432,広島福富町久芳東広島市福富町,"[5921060, 5921031, 5921035]","[0, 0]","[0.0, 0.0, 0.0]",1998-10-15,2023-12-31,"['1998-10-15', '2003-04-01', '2011-01-06']","['2003-04-01', '2011-01-06', '2023-12-31']","[3432, 3432, 3432]","[13247, 13247, 13247]",,
5921070,13253,3428,広島河内町中河内,[5921070],[],[],2001-03-26,2001-10-12,['2001-03-26'],['2001-10-12'],[3428],[13253],,
5921130,13220,3421,廿日市市下平良,[5921130],[],[],1998-10-15,2023-12-31,['1998-10-15'],['2023-12-31'],[3421],[13220],,
5921131,13211,3422,廿日市市津田,[5921131],[],[],1998-10-15,2023-12-31,['1998-10-15'],['2023-12-31'],[3422],[13211],,
5921132,13209,3429,廿日市市吉和,[5921132],[],[],1998-10-15,2023-12-31,['1998-10-15'],['2023-12-31'],[3429],[13209],,
5921133,13217,3417,廿日市市大野,"[5921133, 5921120]",[0],[0.0],2001-12-12,2023-12-31,"['2001-12-12', '2010-11-08']","['2010-11-08', '2023-12-31']","[3417, 3417]","[13217, 13217]",,
5921134,13219,3418,廿日市市宮島町,"[5921134, 5921135]",[0],[0.0],1998-10-15,2023-12-31,"['1998-10-15', '2011-01-06']","['2011-01-06', '2023-12-31']","[3418, 3418]","[13219, 13219]",,
5921230,13230,3424,府中町大通り,"[5921230, 5921231]",[0],[0.0],1998-10-15,2023-12-31,"['1998-10-15', '2011-01-06']","['2011-01-06', '2023-12-31']","[3424, 3424]","[13230, 13230]",,
5921330,13232,3422,海田町上市,[5921330],[],[],1998-10-15,2023-12-31,['1998-10-15'],['2023-12-31'],[3422],[13232],,
5921430,13235,3420,熊野町役場,"[5921430, 5921431]",[0],[0.0],1998-10-15,2023-12-31,"['1998-10-15', '2001-07-19']","['2001-07-19', '2023-12-31']","[3420, 3420]","[13235, 13235]",,
5921530,13231,3420,坂町役場,[5921530],[],[],1998-10-15,2023-12-31,['1998-10-15'],['2023-12-31'],[3420],[13231],,
5923030,13229,3415,江田島市江田島町,[5923030],[],[],1998-12-15,2023-12-31,['1998-12-15'],['2023-12-31'],[3415],[13229],,
5923031,13227,3413,江田島市能美町,"[5923031, 5923035]",[0],[0.0],1998-10-15,2023-12-31,"['1998-10-15', '2018-03-13']","['2018-03-13', '2023-12-31']","[3413, 3413]","[13227, 13227]",,
5923032,13224,3416,江田島市沖美町,"[5923032, 5923036]",[0],[1.85],1998-12-15,2023-12-31,"['1998-12-15', '2021-06-16']","['2021-06-16', '2023-12-31']","[3416, 3415]","[13224, 13224]",,
5923033,13228,3410,江田島市大柿町,"[5923033, 5923034]",[0],[0.0],1998-10-15,2023-12-31,"['1998-10-15', '2011-01-06']","['2011-01-06', '2023-12-31']","[3410, 3410]","[13228, 13228]",,
5923130,13254,3421,竹原市中央,"[5923130, 5923120]",[0],[1.85],2001-12-12,2023-12-31,"['2001-12-12', '2010-11-08']","['2010-11-08', '2023-12-31']","[3421, 3420]","[13254, 13254]",,
5923230,13253,3415,大崎上島町中野,[5923230],[],[],1998-10-15,2023-12-31,['1998-10-15'],['2023-12-31'],[3415],[13253],,
5923231,13255,3414,大崎上島町木江,[5923231],[],[],1998-10-15,2023-12-31,['1998-10-15'],['2023-12-31'],[3414],[13255],,
5923260,13255,3416,大崎上島町東野,"[5923260, 5923232]",[0],[0.0],1998-10-15,2023-12-31,"['1998-10-15', '2006-01-05']","['2006-01-05', '2023-12-31']","[3416, 3416]","[13255, 13255]",,
5923270,13253,3415,広島大崎町中野,[5923270],[],[],2001-03-29,2001-10-12,['2001-03-29'],['2001-10-12'],[3415],[13253],,
6000000,13434,3404,徳島市大和町,"[6000000, 6000001]",[0],[0.0],1919-01-01,2023-12-31,"['1919-01-01', '2006-04-26']","['2006-04-26', '2023-12-31']","[3404, 3404]","[13434, 13434]",,
6000020,13435,3403,徳島市津田町,[6000020],[],[],2004-11-01,2023-12-31,['2004-11-01'],['2023-12-31'],[3403],[13435],,
6000030,13433,3404,徳島市新蔵町,"[6000030, 6000031]",[0],[0.0],1998-10-15,2023-12-31,"['1998-10-15', '2011-01-06']","['2011-01-06', '2023-12-31']","[3404, 3404]","[13433, 13433]",,
6000100,13437,3410,鳴門市撫養町,"[6000100, 6000101]",[0],[0.0],1996-04-01,2023-12-31,"['1996-04-01', '2010-03-31']","['2010-03-31', '2023-12-31']","[3410, 3410]","[13437, 13437]",,
6000120,13437,3412,鳴門市鳴門町,[6000120],[],[],2004-11-01,2023-12-31,['2004-11-01'],['2023-12-31'],[3412],[13437],,
6000230,13435,3400,小松島市横須町,"[6000230, 6000231, 6000232]","[0, 0]","[0.0, 0.0, 0.0]",1998-10-15,2023-12-31,"['1998-10-15', '2011-01-06', '2014-08-26']","['2011-01-06', '2014-08-26', '2023-12-31']","[3400, 3400, 3400]","[13435, 13435, 13435]",,
6000330,13427,3400,佐那河内村下,[6000330],[],[],1998-10-15,2023-12-31,['1998-10-15'],['2023-12-31'],[3400],[13427],,
6000430,13426,3404,石井町高川原,"[6000430, 6000431, 6000432]","[0, 0]","[0.0, 0.0, 0.0]",1998-10-15,2023-12-31,"['1998-10-15', '2011-01-06', '2015-01-23']","['2011-01-06', '2015-01-23', '2023-12-31']","[3404, 3404, 3404]","[13426, 13426, 13426]",,
6000530,13421,3358,神山町神領,"[6000530, 6000531]",[0],[0.0],1998-10-15,2023-12-31,"['1998-10-15', '2011-01-06']","['2011-01-06', '2023-12-31']","[3358, 3358]","[13421, 13421]",,
6000630,13435,3408,松茂町広島,"[6000630, 6000631]",[0],[0.0],1998-10-15,2023-12-31,"['1998-10-15', '2011-01-06']","['2011-01-06', '2023-12-31']","[3408, 3408]","[13435, 13435]",,
6000730,13433,3408,北島町中村,"[6000730, 6000731]",[420],[0.0],1998-10-15,2023-12-31,"['1998-10-15', '2010-07-01']","['2009-05-07', '2023-12-31']","[3408, 3408]","[13433, 13433]",,
6000830,13430,3408,藍住町奥野,"[6000830, 6000831]",[0],[0.0],1998-10-15,2023-12-31,"['1998-10-15', '2011-01-06']","['2011-01-06', '2023-12-31']","[3408, 3408]","[13430, 13430]",,
6000930,13428,3409,板野町大寺,"[6000930, 6000931]",[0],[0.0],1998-10-15,2023-12-31,"['1998-10-15', '2011-01-06']","['2011-01-06', '2023-12-31']","[3409, 3409]","[13428, 13428]",,
6001030,13424,3407,上板町七條,"[6001030, 6001031]",[0],[0.0],1998-10-15,2023-12-31,"['1998-10-15', '2011-01-06']","['2011-01-06', '2023-12-31']","[3407, 3407]","[13424, 13424]",,
6003400,13422,3404,吉野川市鴨島町,[6003400],[],[],1996-04-01,2023-12-31,['1996-04-01'],['2023-12-31'],[3404],[13422],,
6003430,13419,3404,吉野川市川島町,"[6003430, 6003433]",[0],[1.54],1998-10-15,2023-12-31,"['1998-10-15', '2011-01-06']","['2011-01-06', '2023-12-31']","[3404, 3404]","[13419, 13418]",,
6003431,13414,3403,吉野川市山川町,"[6003431, 6003434]",[0],[0.0],1998-10-15,2023-12-31,"['1998-10-15', '2011-01-06']","['2011-01-06', '2023-12-31']","[3403, 3403]","[13414, 13414]",,
6003432,13416,3402,吉野川市美郷,"[6003432, 6003435]",[0],[0.0],1998-10-15,2023-12-31,"['1998-10-15', '2011-01-06']","['2011-01-06', '2023-12-31']","[3402, 3402]","[13416, 13416]",,
6003500,13409,3404,美馬市脇町,"[6003500, 6003502]",[0],[0.0],1996-04-01,2023-12-31,"['1996-04-01', '2018-07-02']","['2018-07-02', '2023-12-31']","[3404, 3404]","[13409, 13409]",,
6003501,13409,3403,美馬市穴吹ふれスポ公園,[6003501],[],[],2012-07-03,2023-12-31,['2012-07-03'],['2023-12-31'],[3403],[13409],,
6003520,13413,3356,美馬市木屋平,[6003520],[],[],2004-05-26,2023-12-31,['2004-05-26'],['2023-12-31'],[3356],[13413],,
6003530,13403,3403,美馬市美馬町,"[6003530, 6003532]",[0],[0.0],1998-10-15,2023-12-31,"['1998-10-15', '2011-01-06']","['2011-01-06', '2023-12-31']","[3403, 3403]","[13403, 13403]",,
6003531,13410,3403,美馬市穴吹町,"[6003531, 6003533]",[0],[0.0],1998-10-15,2023-12-31,"['1998-10-15', '2011-01-06']","['2011-01-06', '2023-12-31']","[3403, 3403]","[13410, 13410]",,
6003570,13410,3403,穴吹基地事務所,[6003570],[],[],1956-01-01,1971-12-31,['1956-01-01'],['1971-12-31'],[3403],[13410],,
6003620,13404,3402,つるぎ町貞光宮下つるぎ町貞光,"[6003620, 6003621]",[0],[0.0],2004-05-26,2023-12-31,"['2004-05-26', '2011-01-06']","['2011-01-06', '2023-12-31']","[3402, 3402]","[13404, 13404]",,
6003630,13402,3402,つるぎ町半田木ノ内つるぎ町半田,"[6003630, 6003632]",[0],[0.0],1998-10-15,2023-12-31,"['1998-10-15', '2011-01-06']","['2011-01-06', '2023-12-31']","[3402, 3402]","[13402, 13402]",,
6003631,13404,3357,つるぎ町一宇赤松つるぎ町一宇,"[6003631, 6003633]",[0],[0.0],1998-10-15,2023-12-31,"['1998-10-15', '2011-01-06']","['2011-01-06', '2023-12-31']","[3357, 3357]","[13404, 13404]",,
6003720,13417,3405,阿波市市場町市場阿波市市場町,"[6003720, 6003721]",[0],[0.0],2004-05-26,2023-12-31,"['2004-05-26', '2011-01-06']","['2011-01-06', '2023-12-31']","[3405, 3405]","[13417, 13417]",,
6003730,13422,3406,阿波市吉野町西条阿波市吉野町,"[6003730, 6003733, 6003736]","[0, 0]","[0.0, 0.0, 0.0]",1998-10-15,2023-12-31,"['1998-10-15', '2011-01-06', '2017-07-15']","['2011-01-06', '2017-07-15', '2023-12-31']","[3406, 3406, 3406]","[13422, 13422, 13422]",,
6003731,13420,3407,阿波市土成町土成阿波市土成町,"[6003731, 6003734]",[0],[0.0],1998-10-15,2023-12-31,"['1998-10-15', '2011-01-06']","['2011-01-06', '2023-12-31']","[3407, 3407]","[13420, 13420]",,
6003732,13414,3405,阿波市阿波町東原阿波市阿波町,"[6003732, 6003735]",[0],[0.0],1998-10-15,2023-12-31,"['1998-10-15', '2011-01-06']","['2011-01-06', '2023-12-31']","[3405, 3405]","[13414, 13414]",,
6003800,13348,3402,徳島三好市池田町ウエノ池田総合体育館池田町サラダ,"[6003800, 6003801, 6003802]","[0, 469]","[0.0, 0.0, 0.0]",1996-04-01,2023-12-31,"['1996-04-01', '2007-08-08', '2020-10-29']","['2007-08-08', '2019-07-18', '2023-12-31']","[3402, 3402, 3402]","[13348, 13348, 13348]",,
6003820,13348,3402,徳島三好市池田中学校,[6003820],[],[],2004-11-01,2023-12-31,['2004-11-01'],['2023-12-31'],[3402],[13348],,
6003821,13355,3352,徳島三好市東祖谷下瀬徳島三好市東祖谷,"[6003821, 6003822]",[0],[0.0],2004-05-26,2023-12-31,"['2004-05-26', '2011-01-06']","['2011-01-06', '2023-12-31']","[3352, 3352]","[13355, 13355]",,
6003830,13358,3403,徳島三好市三野町芝生徳島三好市三野町,"[6003830, 6003834]",[0],[0.0],1998-10-15,2023-12-31,"['1998-10-15', '2011-01-06']","['2011-01-06', '2023-12-31']","[3403, 3403]","[13358, 13358]",,
6003831,13345,3358,徳島三好市山城町大川持徳島三好市山城町,"[6003831, 6003835]",[0],[0.0],1998-10-15,2023-12-31,"['1998-10-15', '2011-01-06']","['2011-01-06', '2023-12-31']","[3358, 3358]","[13345, 13345]",,
6003832,13353,3402,徳島三好市井川町辻徳島三好市井川町,"[6003832, 6003836]",[0],[0.0],1998-10-15,2023-12-31,"['1998-10-15', '2011-01-06']","['2011-01-06', '2023-12-31']","[3402, 3402]","[13353, 13353]",,
6003833,13349,3354,徳島三好市西祖谷山村一宇徳島三好市西祖谷山村,"[6003833, 6003837]",[0],[0.0],1998-10-15,2020-03-12,"['1998-10-15', '2011-01-06']","['2011-01-06', '2020-03-12']","[3354, 3354]","[13349, 13349]",,
6003838,13349,3354,徳島三好市西祖谷山村,[6003838],[],[],2022-02-24,2023-12-31,['2022-02-24'],['2023-12-31'],[3354],[13349],,
6003930,13352,3403,東みよし町昼間,"[6003930, 6003932]",[0],[0.0],1998-10-15,2023-12-31,"['1998-10-15', '2011-01-06']","['2011-01-06', '2023-12-31']","[3403, 3403]","[13352, 13352]",,
6003931,13356,3402,東みよし町加茂,"[6003931, 6003933]",[0],[0.0],1998-10-15,2023-12-31,"['1998-10-15', '2011-01-06']","['2011-01-06', '2023-12-31']","[3402, 3402]","[13356, 13356]",,
6010000,13439,3355,阿南市富岡町,[6010000],[],[],1996-04-01,2023-12-31,['1996-04-01'],['2023-12-31'],[3355],[13439],,
6010020,13436,3352,阿南市山口町,[6010020],[],[],2004-11-01,2023-12-31,['2004-11-01'],['2023-12-31'],[3352],[13436],,
6010030,13440,3357,阿南市那賀川町苅谷阿南市那賀川町,"[6010030, 6010032]",[0],[0.0],1998-10-15,2023-12-31,"['1998-10-15', '2011-01-06']","['2011-01-06', '2023-12-31']","[3357, 3357]","[13440, 13440]",,
6010031,13438,3357,阿南市羽ノ浦町中庄阿南市羽ノ浦町,"[6010031, 6010033]",[0],[0.0],1998-10-15,2023-12-31,"['1998-10-15', '2011-01-06']","['2011-01-06', '2023-12-31']","[3357, 3357]","[13438, 13438]",,
6010130,13431,3356,勝浦町久国,"[6010130, 6010131]",[0],[0.0],1998-10-15,2023-12-31,"['1998-10-15', '2011-01-06']","['2011-01-06', '2023-12-31']","[3356, 3356]","[13431, 13431]",,
6010220,13423,3353,上勝町旭,[6010220],[],[],2004-05-26,2023-12-31,['2004-05-26'],['2023-12-31'],[3353],[13423],,
6011220,13425,3340,牟岐町中村,[6011220],[],[],2004-05-26,2023-12-31,['2004-05-26'],['2023-12-31'],[3340],[13425],,
6011600,13427,3348,那賀町横石,[6011600],[],[],1994-07-15,2023-12-31,['1994-07-15'],['2023-12-31'],[3348],[13427],,
6011620,13412,3346,那賀町木頭和無田,[6011620],[],[],2004-05-26,2023-12-31,['2004-05-26'],['2023-12-31'],[3346],[13412],,
6011630,13430,3351,那賀町和食,[6011630],[],[],1998-10-15,2023-12-31,['1998-10-15'],['2023-12-31'],[3351],[13430],,
6011631,13429,3349,那賀町延野,"[6011631, 6011637]",[485],[0.0],1998-10-15,2023-12-31,"['1998-10-15', '2015-11-26']","['2014-07-29', '2023-12-31']","[3349, 3349]","[13429, 13429]",,
6011632,13422,3348,那賀町上那賀,"[6011632, 6011635, 6011638]","[0, 952]","[0.0, 0.0, 0.0]",1998-10-15,2023-12-31,"['1998-10-15', '2011-01-06', '2020-10-29']","['2011-01-06', '2018-03-22', '2023-12-31']","[3348, 3348, 3348]","[13422, 13422, 13422]",,
6011633,13418,3350,那賀町木沢,"[6011633, 6011634, 6011636]","[0, 0]","[1.85, 1.85, 0.0]",1998-10-15,2023-12-31,"['1998-10-15', '2007-04-02', '2011-01-06']","['2007-04-02', '2011-01-06', '2023-12-31']","[3350, 3349, 3349]","[13418, 13418, 13418]",,
6011670,13406,3351,剣山測候所,[6011670],[],[],1950-06-01,1989-03-31,['1950-06-01'],['1989-03-31'],[3351],[13406],,
6011720,13435,3346,美波町西の地,[6011720],[],[],2004-05-26,2023-12-31,['2004-05-26'],['2023-12-31'],[3346],[13435],,
6011730,13432,3344,美波町奥河内,"[6011730, 6011731]",[0],[0.0],1998-10-15,2023-12-31,"['1998-10-15', '2011-01-06']","['2011-01-06', '2023-12-31']","[3344, 3344]","[13432, 13432]",,
6011770,13432,3344,日和佐通報所,[6011770],[],[],1954-11-01,1977-12-31,['1954-11-01'],['1977-12-31'],[3344],[13432],,
6011830,13421,3336,海陽町大里,"[6011830, 6011833]",[0],[0.0],1998-10-15,2023-12-31,"['1998-10-15', '2011-01-06']","['2011-01-06', '2023-12-31']","[3336, 3336]","[13421, 13421]",,
6011831,13421,3336,海陽町奥浦,"[6011831, 6011834]",[0],[0.0],1998-10-15,2023-12-31,"['1998-10-15', '2011-01-06']","['2011-01-06', '2023-12-31']","[3336, 3336]","[13421, 13421]",,
